ecosystem,packageName,requestedVersion,version,name,displayName,description,recipeCount,category1,category2,category3,category4,category1Description,category2Description,category3Description,category4Description,options
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular18,Upgrade to Angular 18,"Migrates Angular 17.x applications to Angular 18. This includes replacing the deprecated `async` test helper with `waitForAsync`, migrating `HttpClientModule` to `provideHttpClient()`, moving Transfer State APIs to `@angular/core`, and flagging removed platform APIs.",100,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular19,Upgrade to Angular 19,"Migrates Angular 18.x applications to Angular 19. This includes updating Angular package versions, adjusting the standalone default, renaming `ExperimentalPendingTasks` to `PendingTasks`, moving the `ApplicationConfig` import to `@angular/core`, and updating `zone.js`.",107,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular20,Upgrade to Angular 20,"Migrates Angular 19.x applications to Angular 20. This includes running the Angular 19 migration first, then updating Angular package versions, renaming experimental APIs promoted to stable, and upgrading TypeScript to 5.8.x.",116,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular21,Upgrade to Angular 21,"Migrates Angular 20.x applications to Angular 21. This includes running the Angular 20 migration first, flagging Karma test runner usage for Vitest migration, deprecated NgClass, zone.js-dependent test helpers, and upgrading TypeScript to 5.9.x.",126,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular8,Upgrade to Angular 8,"Migrates Angular 7.x applications to Angular 8. This includes adding the now-required `static: false` to `@ViewChild` and `@ContentChild` decorators, moving the `DOCUMENT` import from `@angular/platform-browser` to `@angular/common`, removing `rxjs-compat` and flagging any remaining RxJS 5-style imports, flagging removed `@angular/http` imports, converting deprecated string-based `loadChildren` to dynamic imports, and upgrading Angular, TypeScript, and related dependency versions.",21,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.UpgradeToAngular9,Upgrade to Angular 9,"Migrates Angular 8.x applications to Angular 9. This includes removing the now-default `static: false` from view query decorators, replacing `TestBed.get()` with `TestBed.inject()`, adding generic type parameters to `ModuleWithProviders`, enabling AOT compilation in `angular.json`, updating `tsconfig.json` module settings for Ivy, flagging removed View Engine APIs (`Renderer`, `RenderComponentType`, `RootRenderer`), and upgrading Angular, TypeScript, and related dependency versions.",35,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.add-default-configuration,Add `defaultConfiguration` to build targets,Adds `"defaultConfiguration": "production"` to build architect targets in `angular.json`. Angular 12 changed `ng build` to produce production bundles by default.,1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.add-localize-polyfill,Add `@angular/localize/init` polyfill import,Adds `import '@angular/localize/init'` to `polyfills.ts`. Angular 9 introduced the `$localize` runtime API for i18n. Projects using internationalization must import this polyfill or the application will fail at runtime with `$localize is not defined`. The `@angular/localize` package must also be added as a dependency.,1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.add-module-with-providers-generic,Add generic type to `ModuleWithProviders`,Adds the required generic type parameter to bare `ModuleWithProviders` return types. Angular 10 requires `ModuleWithProviders<T>` where `T` is the NgModule type. The module type is inferred from the `ngModule` property in the return statement.,1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.add-static-false-to-view-queries,Add `static: false` to view queries,Adds `static: false` to `@ViewChild` and `@ContentChild` decorators that don't have the `static` property. Angular 8 requires an explicit `static` flag for view query decorators. Using `static: false` preserves the Angular 7 default behavior (queries resolved after change detection).,1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.add-testbed-teardown,Add TestBed module teardown,"Adds `{ teardown: { destroyAfterEach: true } }` as the third argument to `TestBed.initTestEnvironment()` calls. Angular 13 changed the default teardown behavior, and this ensures explicit opt-in for module teardown after each test.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.enable-aot-build,Enable AOT compilation in `angular.json`,"Adds `""aot"": true` to build options in `angular.json`. Angular 9 made AOT compilation the default, and projects upgrading from Angular 8 should enable it explicitly.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.explicit-standalone-flag,Make standalone flag explicit,"Adds `standalone: false` to non-standalone Angular components, directives, and pipes, and removes redundant `standalone: true` since it became the default in Angular 19.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.migrate-constructor-to-inject,Migrate constructor injection to `inject()`,"Converts constructor parameter properties in Angular classes to field declarations using the `inject()` function. For example, `constructor(private svc: MyService) {}` becomes `private svc = inject(MyService);`.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.migrate-input-to-signal,Migrate `@Input()` to signal-based `input()`,"Converts `@Input()` decorated properties in Angular classes to signal-based `input()` declarations. For example, `@Input() name: string` becomes `name = input<string>()`, and `@Input({ required: true }) name!: string` becomes `name = input.required<string>()`.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.migrate-output-to-signal,Migrate `@Output()` to signal-based `output()`,"Converts `@Output()` decorated properties using `EventEmitter` in Angular classes to signal-based `output()` declarations. For example, `@Output() clicked = new EventEmitter<void>()` becomes `clicked = output<void>()`.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.migrate-query-to-signal,Migrate query decorators to signal-based functions,"Converts `@ViewChild()`, `@ViewChildren()`, `@ContentChild()`, and `@ContentChildren()` decorated properties to signal-based query functions. For example, `@ViewChild('ref') el: ElementRef` becomes `el = viewChild<ElementRef>('ref')`.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.migrate-to-solution-style-tsconfig,Migrate to solution-style tsconfig,"Migrates a project to use a solution-style `tsconfig.json`. The original `tsconfig.json` content is moved to `tsconfig.base.json` (with project-specific fields removed), and `tsconfig.json` is replaced with a solution-style config that references the project's TypeScript configurations. Other tsconfig files that extend `./tsconfig.json` are updated to extend `./tsconfig.base.json`.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.move-document-import,Move `DOCUMENT` import to `@angular/core`,Moves the `DOCUMENT` import from older Angular modules to `@angular/core`.,3,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-aot-summaries,Remove `aotSummaries` from TestBed,Removes the `aotSummaries` property from `TestBed.configureTestingModule()` and `TestBed.initTestEnvironment()` calls. The `aotSummaries` parameter was removed in Angular 14 as it was only needed for the View Engine compiler.,1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-browser-module-with-server-transition,Remove `BrowserModule.withServerTransition`,"Replaces `BrowserModule.withServerTransition({ appId: '...' })` with `BrowserModule` and adds `{ provide: APP_ID, useValue: '...' }` to the NgModule providers. The `withServerTransition` method was removed in Angular 19.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-component-factory-resolver,Remove `ComponentFactoryResolver`,"Replaces `resolver.resolveComponentFactory(Component)` with just `Component` and removes the `ComponentFactoryResolver` import. Since Ivy, `ViewContainerRef.createComponent` accepts the component class directly. `ComponentFactoryResolver` was deprecated in Angular 13 and removed in Angular 16.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-default-project,Remove `defaultProject` from `angular.json`,Removes the deprecated `defaultProject` property from `angular.json`. The `defaultProject` option was deprecated in Angular 13 and the CLI infers the default project from the workspace.,1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-empty-ng-on-init,Remove empty `ngOnInit` lifecycle hooks,Removes empty `ngOnInit` lifecycle hook methods and OnInit interface from Angular components.,1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-enable-ivy,Remove `enableIvy` compiler option,"Removes the `enableIvy` option from `angularCompilerOptions` in `tsconfig.json`. Ivy is the only rendering engine since Angular 12, and the option was removed in Angular 15.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-entry-components,Remove `entryComponents`,"Removes the `entryComponents` property from `@NgModule` and `@Component` decorators, and removes the `ANALYZE_FOR_ENTRY_COMPONENTS` import. These were removed in Angular 16 as they served no purpose since Ivy.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-es5-browser-support,Remove `es5BrowserSupport` from `angular.json`,Removes the deprecated `es5BrowserSupport` option from `angular.json`. `es5BrowserSupport` was deprecated in Angular 7.3 and removed in Angular 10. Differential loading is now handled automatically by the Angular CLI based on the project's browserslist configuration.,1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-extract-css,Remove `extractCss` from `angular.json`,"Removes the deprecated `extractCss` build option from `angular.json`. In Angular 11, CSS extraction became the default behavior for production builds and the option was deprecated.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-ie-polyfills,Remove IE11 polyfills,"Removes IE11-specific polyfill imports (`core-js`, `classlist.js`, `web-animations-js`) from `polyfills.ts` and `angular.json`. Angular 13 dropped IE11 support, making these polyfills unnecessary.",3,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-module-id,Remove `moduleId`,Removes the `moduleId` property from `@Component` and `@Directive` decorators. `moduleId` was deprecated in Angular 16 and removed in Angular 17 as it served no purpose since Ivy.,1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-relative-link-resolution,Remove `relativeLinkResolution`,Removes the `relativeLinkResolution` option from `RouterModule.forRoot()` calls. This option was deprecated in Angular 14 and removed in Angular 15.,1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-standalone-true,Remove redundant `standalone: true`,"Removes the `standalone: true` property from Angular component, directive, and pipe decorators since standalone is the default in Angular 19+.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-static-false,Remove `static: false` from view queries,"Removes `static: false` from `@ViewChild`, `@ContentChild`, `@ViewChildren`, and `@ContentChildren` decorators. In Angular 9 with Ivy, `static: false` became the default behavior, making the explicit option unnecessary.",1,,Migration,Angular,JavaScript,,,,,
npm,@openrewrite/recipes-angular,,1.8.0,org.openrewrite.angular.migration.remove-zone-js-polyfill,Remove zone.js polyfill from angular.json,"Removes zone.js entries from the `polyfills` array in `angular.json`. Angular 20 supports zoneless change detection via `provideZonelessChangeDetection()`, making the zone.js polyfill unnecessary.",1,,Migration,Angular,JavaScript,,,,,
